student_id,day,1st_preference,2nd_preference,3rd_preference,priority
S774,thu,Breakdancing,Mindfulness,mediumDPrinting,medium
S775,mon,CyberSecurity,Debate,ClimateChange,medium
S775,tue,SpaceExploration,Volleyball,WildlifeConservation,medium
S775,wed,ClimateChange,DigitalMarketing,Astronomy,medium
S775,thu,WildlifeConservation,DigitalMarketing,Chess,medium
S776,mon,DJing,CreativeArts,DigitalMarketing,medium
S776,tue,UXDesign,Animation,Weightlifting,medium
S776,wed,Meditation,PublicSpeaking,Astronomy,medium
S776,thu,Breakdancing,DronePiloting,Tennis,medium
S777,mon,AppDesign,Soccer,PuzzleSolving,medium
S777,tue,ScienceClub,ClimateChange,Storytelling,medium
S777,wed,CreativeWriting,Weightlifting,Photography,medium
S777,thu,Skating,mediumDPrinting,Art,medium
S778,mon,SpanishClub,Weightlifting,PhysicsExperiments,medium
S778,tue,TapDance,DramaClub,BoardGames,medium
S778,wed,UXDesign,LeadershipWorkshop,ChessClub,medium
S778,thu,ChessClub,Football,Animation,medium
S779,mon,LeadershipWorkshop,Storytelling,CostumeDesign,medium
S779,tue,TapDance,DigitalMarketing,Parkour,medium
S779,wed,UXDesign,Singing,BoardGames,medium
S779,thu,FilmProduction,Hockey,SelfDefense,medium
S780,mon,CodingBootcamp,Skating,ClimateChange,medium
S780,tue,Weightlifting,Skating,Art,medium
S780,wed,Robotics,Singing,Swimming,medium
S780,thu,DJing,Hockey,ChessClub,medium
S781,mon,Mindfulness,AIClub,Soccer,medium
S781,tue,Coding,Soccer,AppDesign,medium
S781,wed,Football,TapDance,Coding,medium
S781,thu,AIClub,DronePiloting,Theater,medium
S782,mon,MathClub,CostumeDesign,PuzzleSolving,medium
S782,tue,DigitalMarketing,Swimming,Animation,medium
S782,wed,FilmProduction,Dance,UXDesign,medium
S782,thu,DigitalMarketing,UXDesign,CodingBootcamp,medium
S783,mon,PhysicsExperiments,SoundEngineering,Meditation,medium
S783,tue,UIDesign,DigitalMarketing,Poetry,medium
S783,wed,PuzzleSolving,WebDevelopment,Soccer,medium
S783,thu,Entrepreneurship,SelfDefense,Music,medium
S784,mon,Storytelling,DJing,Swimming,medium
S784,tue,Photography,mediumDPrinting,SurvivalSkills,medium
S784,wed,MathClub,RoboticsClub,Mindfulness,medium
S784,thu,DataScience,Tennis,SpanishClub,medium
S785,mon,ScienceClub,Debate,Music,medium
S785,tue,Art,ChemistryLab,Entrepreneurship,medium
S785,wed,MathClub,Debate,DronePiloting,medium
S785,thu,SelfDefense,TapDance,Music,medium
S786,mon,Meditation,Skating,Mindfulness,medium
S786,tue,Hockey,Singing,SelfDefense,medium
S786,wed,SurvivalSkills,MathClub,Entrepreneurship,medium
S786,thu,SurvivalSkills,Debate,Meditation,medium
S787,mon,PublicSpeaking,Parkour,LeadershipWorkshop,medium
S787,tue,CyberSecurity,SocialMediaMarketing,Entrepreneurship,medium
S787,wed,CyberSecurity,Parkour,Astronomy,medium
S787,thu,Painting,Cycling,Astronomy,medium
S788,mon,AppDesign,AIClub,BiologyResearch,medium
S788,tue,SpanishClub,Coding,BoardGames,medium
S788,wed,Theater,WebDevelopment,LeadershipWorkshop,medium
S788,thu,AIClub,Astronomy,FilmProduction,medium
S789,mon,Art,Soccer,DramaClub,medium
S789,tue,Animation,AIClub,Hockey,medium
S789,wed,Parkour,LeadershipWorkshop,CodingBootcamp,medium
S789,thu,FirstAid,PublicSpeaking,Art,medium
S790,mon,Skating,AppDesign,Entrepreneurship,medium
S790,tue,SpaceExploration,CreativeWriting,Soccer,medium
S790,wed,ScienceClub,Debate,Skating,medium
S790,thu,Astronomy,Entrepreneurship,Meditation,medium
S791,mon,Zumba,Astronomy,PhysicsExperiments,medium
S791,tue,SoundEngineering,FilmProduction,ScienceClub,medium
S791,wed,WildlifeConservation,CodingBootcamp,Music,medium
S791,thu,Cycling,Tennis,Robotics,medium
S792,mon,SurvivalSkills,Swimming,Poetry,medium
S792,tue,TapDance,DJing,LeadershipWorkshop,medium
S792,wed,SoundEngineering,AppDesign,CodingBootcamp,medium
S792,thu,FirstAid,Cycling,ChemistryLab,medium
S793,mon,SpaceExploration,UIDesign,Zumba,medium
S793,tue,MathClub,Singing,Origami,medium
S793,wed,BiologyResearch,CreativeWriting,BoardGames,medium
S793,thu,SelfDefense,Dance,Entrepreneurship,medium
S794,mon,CostumeDesign,Poetry,FilmProduction,medium
S794,tue,Art,Entrepreneurship,AppDesign,medium
S794,wed,Origami,Parkour,CostumeDesign,medium
S794,thu,Parkour,SelfDefense,Chess,medium
S795,mon,DigitalMarketing,Poetry,Art,medium
S795,tue,CodingBootcamp,Breakdancing,Soccer,medium
S795,wed,Astronomy,CodingBootcamp,UIDesign,medium
S795,thu,Singing,BoardGames,Photography,medium
S796,mon,Football,Pottery,Coding,medium
S796,tue,AIClub,WildlifeConservation,DramaClub,medium
S796,wed,ChemistryLab,DigitalMarketing,PuzzleSolving,medium
S796,thu,WebDevelopment,PublicSpeaking,Chess,medium
S797,mon,Cycling,BoardGames,Breakdancing,medium
S797,tue,AppDesign,Hockey,CyberSecurity,medium
S797,wed,Parkour,Meditation,Skating,medium
S797,thu,SelfDefense,Singing,DigitalMarketing,medium
S798,mon,Astronomy,Volleyball,Music,medium
S798,tue,MathClub,Astronomy,Mindfulness,medium
S798,wed,DronePiloting,FirstAid,FilmProduction,medium
S798,thu,ChemistryLab,Astronomy,Animation,medium
S799,mon,Weightlifting,AIClub,mediumDPrinting,medium
S799,tue,Coding,Cycling,Pottery,medium
S799,wed,DJing,WebDevelopment,SelfDefense,medium
S799,thu,CostumeDesign,Volleyball,Soccer,medium
S800,mon,UIDesign,CreativeArts,Chess,medium
S800,tue,SocialMediaMarketing,Skating,Cycling,medium
S800,wed,SocialMediaMarketing,Soccer,Tennis,medium
S800,thu,Poetry,Volleyball,Storytelling,medium
S801,mon,DigitalMarketing,Cycling,DataScience,medium
S801,tue,MathClub,CostumeDesign,SpanishClub,medium
S801,wed,AIClub,Breakdancing,DataScience,medium
S801,thu,Pottery,Animation,Dance,medium
S802,mon,BiologyResearch,SpaceExploration,CyberSecurity,medium
S802,tue,DJing,DramaClub,SocialMediaMarketing,medium
S802,wed,SelfDefense,Debate,DigitalMarketing,medium
S802,thu,DJing,Dance,SocialMediaMarketing,medium
S803,mon,DJing,Art,Photography,medium
S803,tue,AppDesign,Music,PhysicsExperiments,medium
S803,wed,Skating,PhysicsExperiments,AppDesign,medium
S803,thu,UIDesign,CyberSecurity,WebDevelopment,medium
S804,mon,Football,DramaClub,ClimateChange,medium
S804,tue,DataScience,DJing,CreativeArts,medium
S804,wed,FirstAid,SoundEngineering,DigitalMarketing,medium
S804,thu,Weightlifting,CyberSecurity,Tennis,medium
S805,mon,Photography,DramaClub,SurvivalSkills,medium
S805,tue,Zumba,Entrepreneurship,AIClub,medium
S805,wed,AIClub,Zumba,BiologyResearch,medium
S805,thu,ChessClub,CreativeArts,SurvivalSkills,medium
S806,mon,Music,BiologyResearch,BoardGames,medium
S806,tue,RoboticsClub,Music,Poetry,medium
S806,wed,PuzzleSolving,TapDance,Soccer,medium
S806,thu,Volleyball,Coding,BoardGames,medium
S807,mon,SurvivalSkills,Debate,Cycling,medium
S807,tue,SoundEngineering,ClimateChange,CyberSecurity,medium
S807,wed,Storytelling,WildlifeConservation,MathClub,medium
S807,thu,BoardGames,SelfDefense,Zumba,medium
S808,mon,Chess,Storytelling,ScienceClub,medium
S808,tue,Entrepreneurship,Hockey,Pottery,medium
S808,wed,CostumeDesign,Pottery,DJing,medium
S808,thu,Mindfulness,Pottery,WebDevelopment,medium
S809,mon,Zumba,Skating,Singing,medium
S809,tue,CyberSecurity,DramaClub,Origami,medium
S809,wed,Meditation,Parkour,Poetry,medium
S809,thu,DronePiloting,Debate,Football,medium
S810,mon,Singing,ChessClub,TapDance,medium
S810,tue,Volleyball,PublicSpeaking,DataScience,medium
S810,wed,ScienceClub,Football,SurvivalSkills,medium
S810,thu,DronePiloting,CodingBootcamp,DramaClub,medium
S811,mon,ScienceClub,Volleyball,RoboticsClub,medium
S811,tue,Mindfulness,mediumDPrinting,Pottery,medium
S811,wed,DramaClub,Storytelling,DigitalMarketing,medium
S811,thu,PuzzleSolving,PhysicsExperiments,Tennis,medium
S812,mon,SocialMediaMarketing,LeadershipWorkshop,WebDevelopment,medium
S812,tue,Swimming,CreativeArts,MathClub,medium
S812,wed,SocialMediaMarketing,Football,Animation,medium
S812,thu,Robotics,DronePiloting,CreativeArts,medium
S813,mon,Tennis,Zumba,Hockey,medium
S813,tue,SocialMediaMarketing,Photography,CostumeDesign,medium
S813,wed,mediumDPrinting,MathClub,Music,medium
S813,thu,ChessClub,BoardGames,PhysicsExperiments,medium
S814,mon,Hockey,Art,Photography,medium
S814,tue,WebDevelopment,DramaClub,Mindfulness,medium
S814,wed,WebDevelopment,Origami,Debate,medium
S814,thu,Weightlifting,WebDevelopment,Origami,medium
S815,mon,SpaceExploration,BiologyResearch,Breakdancing,medium
S815,tue,BiologyResearch,ChessClub,PublicSpeaking,medium
S815,wed,Dance,UIDesign,CyberSecurity,medium
S815,thu,Chess,Photography,Coding,medium
S816,mon,LeadershipWorkshop,WildlifeConservation,Breakdancing,medium
S816,tue,mediumDPrinting,AIClub,CreativeWriting,medium
S816,wed,Cycling,Singing,UIDesign,medium
S816,thu,SelfDefense,Poetry,Pottery,medium
S817,mon,Storytelling,Parkour,MathClub,medium
S817,tue,WildlifeConservation,Skating,TapDance,medium
S817,wed,Entrepreneurship,WebDevelopment,Zumba,medium
S817,thu,Mindfulness,ChessClub,CostumeDesign,medium
S818,mon,Debate,WebDevelopment,UXDesign,medium
S818,tue,Animation,Weightlifting,Coding,medium
S818,wed,ClimateChange,Cycling,Mindfulness,medium
S818,thu,ChessClub,RoboticsClub,ScienceClub,medium
S819,mon,WebDevelopment,Parkour,Chess,medium
S819,tue,UXDesign,Photography,Dance,medium
S819,wed,Animation,PhysicsExperiments,TapDance,medium
S819,thu,Hockey,Cycling,WildlifeConservation,medium
S820,mon,Pottery,UIDesign,PublicSpeaking,medium
S820,tue,Swimming,Animation,Astronomy,medium
S820,wed,Zumba,mediumDPrinting,LeadershipWorkshop,medium
S820,thu,Entrepreneurship,AIClub,CyberSecurity,medium
S821,mon,Tennis,Zumba,CostumeDesign,medium
S821,tue,CreativeArts,Soccer,LeadershipWorkshop,medium
S821,wed,Parkour,Pottery,DramaClub,medium
S821,thu,Cycling,SpaceExploration,Poetry,medium
S822,mon,Hockey,Tennis,Weightlifting,medium
S822,tue,Robotics,ChemistryLab,Animation,medium
S822,wed,PhysicsExperiments,PuzzleSolving,CreativeArts,medium
S822,thu,CreativeArts,ClimateChange,Volleyball,medium
S823,mon,Breakdancing,PhysicsExperiments,FilmProduction,medium
S823,tue,SurvivalSkills,SelfDefense,Art,medium
S823,wed,PhysicsExperiments,TapDance,SpanishClub,medium
S823,thu,ClimateChange,Entrepreneurship,Robotics,medium
S824,mon,RoboticsClub,ClimateChange,DigitalMarketing,medium
S824,tue,FirstAid,CodingBootcamp,Art,medium
S824,wed,DJing,Storytelling,Skating,medium
S824,thu,Origami,SurvivalSkills,UXDesign,medium
S825,mon,CostumeDesign,UIDesign,Coding,medium
S825,tue,Football,Zumba,CodingBootcamp,medium
S825,wed,Skating,DramaClub,Debate,medium
S825,thu,CreativeArts,Zumba,DJing,medium
S826,mon,Football,FilmProduction,Mindfulness,medium
S826,tue,DJing,BiologyResearch,Animation,medium
S826,wed,RoboticsClub,LeadershipWorkshop,Dance,medium
S826,thu,BoardGames,AppDesign,ChemistryLab,medium
S827,mon,Theater,CodingBootcamp,Origami,medium
S827,tue,ChessClub,ClimateChange,Singing,medium
S827,wed,PhysicsExperiments,Zumba,SpaceExploration,medium
S827,thu,SpaceExploration,SelfDefense,AIClub,medium
S828,mon,Coding,FirstAid,WebDevelopment,medium
S828,tue,Singing,CreativeArts,Chess,medium
S828,wed,SoundEngineering,DJing,FilmProduction,medium
S828,thu,Cycling,CreativeArts,Singing,medium
S829,mon,WebDevelopment,Pottery,SoundEngineering,medium
S829,tue,Breakdancing,Pottery,MathClub,medium
S829,wed,Zumba,Skating,DataScience,medium
S829,thu,LeadershipWorkshop,Painting,CodingBootcamp,medium
S830,mon,CreativeWriting,WebDevelopment,TapDance,medium
S830,tue,FilmProduction,SoundEngineering,Entrepreneurship,medium
S830,wed,Meditation,Hockey,Chess,medium
S830,thu,CodingBootcamp,MathClub,Photography,medium
S831,mon,SurvivalSkills,DigitalMarketing,CyberSecurity,medium
S831,tue,SocialMediaMarketing,Soccer,RoboticsClub,medium
S831,wed,AppDesign,BoardGames,CyberSecurity,medium
S831,thu,AIClub,PhysicsExperiments,PuzzleSolving,medium
S832,mon,SpanishClub,CodingBootcamp,CreativeArts,medium
S832,tue,Parkour,Football,DronePiloting,medium
S832,wed,Painting,MathClub,LeadershipWorkshop,medium
S832,thu,Swimming,ChemistryLab,Hockey,medium
S833,mon,ClimateChange,AIClub,Zumba,medium
S833,tue,Pottery,CreativeArts,Cycling,medium
S833,wed,Astronomy,Breakdancing,Robotics,medium
S833,thu,RoboticsClub,CostumeDesign,Debate,medium
S834,mon,Cycling,Pottery,MathClub,medium
S834,tue,FirstAid,DJing,Swimming,medium
S834,wed,WebDevelopment,Mindfulness,SelfDefense,medium
S834,thu,Skating,DronePiloting,DigitalMarketing,medium
S835,mon,Volleyball,MathClub,AppDesign,medium
S835,tue,Theater,Soccer,SocialMediaMarketing,medium
S835,wed,Cycling,Zumba,Photography,medium
S835,thu,Cycling,AIClub,SocialMediaMarketing,medium
S836,mon,Chess,UXDesign,Robotics,medium
S836,tue,LeadershipWorkshop,PhysicsExperiments,Meditation,medium
S836,wed,Zumba,Parkour,FilmProduction,medium
S836,thu,AppDesign,RoboticsClub,Dance,medium
S837,mon,PuzzleSolving,CodingBootcamp,ClimateChange,medium
S837,tue,CostumeDesign,Pottery,SocialMediaMarketing,medium
S837,wed,CreativeWriting,Football,AppDesign,medium
S837,thu,Mindfulness,Painting,WildlifeConservation,medium
S838,mon,Entrepreneurship,Parkour,SpaceExploration,medium
S838,tue,Astronomy,Soccer,AIClub,medium
S838,wed,DronePiloting,FilmProduction,Poetry,medium
S838,thu,Tennis,PhysicsExperiments,SoundEngineering,medium
S839,mon,Origami,Singing,Animation,medium
S839,tue,Swimming,Breakdancing,Singing,medium
S839,wed,UIDesign,Pottery,Singing,medium
S839,thu,BoardGames,PuzzleSolving,DJing,medium
S840,mon,AppDesign,Dance,CostumeDesign,medium
S840,tue,Cycling,Storytelling,WebDevelopment,medium
S840,wed,PhysicsExperiments,FilmProduction,Cycling,medium
S840,thu,CodingBootcamp,BoardGames,Poetry,medium
S841,mon,DramaClub,PuzzleSolving,Poetry,medium
S841,tue,UIDesign,mediumDPrinting,Theater,medium
S841,wed,Cycling,Art,Storytelling,medium
S841,thu,SurvivalSkills,Swimming,Coding,medium
S842,mon,BoardGames,RoboticsClub,BiologyResearch,medium
S842,tue,Mindfulness,AppDesign,CodingBootcamp,medium
S842,wed,LeadershipWorkshop,FirstAid,Animation,medium
S842,thu,Painting,Soccer,WebDevelopment,medium
S843,mon,CyberSecurity,DronePiloting,ClimateChange,medium
S843,tue,CyberSecurity,Chess,CreativeWriting,medium
S843,wed,Tennis,Animation,SurvivalSkills,medium
S843,thu,Skating,PuzzleSolving,SurvivalSkills,medium
S844,mon,SelfDefense,LeadershipWorkshop,SocialMediaMarketing,medium
S844,tue,WebDevelopment,BiologyResearch,DramaClub,medium
S844,wed,AIClub,DJing,RoboticsClub,medium
S844,thu,Poetry,Skating,Swimming,medium
S845,mon,Robotics,Football,SoundEngineering,medium
S845,tue,Weightlifting,Parkour,SurvivalSkills,medium
S845,wed,PhysicsExperiments,Poetry,Breakdancing,medium
S845,thu,Painting,CyberSecurity,Pottery,medium
S846,mon,Hockey,PhysicsExperiments,MathClub,medium
S846,tue,Entrepreneurship,Parkour,BiologyResearch,medium
S846,wed,CreativeArts,BoardGames,Parkour,medium
S846,thu,PhysicsExperiments,WildlifeConservation,Photography,medium
S847,mon,Chess,Soccer,CreativeArts,medium
S847,tue,SpaceExploration,DJing,CyberSecurity,medium
S847,wed,CostumeDesign,SoundEngineering,DronePiloting,medium
S847,thu,PublicSpeaking,AIClub,TapDance,medium
S848,mon,Soccer,Dance,ScienceClub,medium
S848,tue,CreativeWriting,DronePiloting,Skating,medium
S848,wed,ScienceClub,SelfDefense,Robotics,medium
S848,thu,PublicSpeaking,PhysicsExperiments,DronePiloting,medium
S849,mon,Art,TapDance,SocialMediaMarketing,medium
S849,tue,Poetry,BoardGames,Photography,medium
S849,wed,Weightlifting,Painting,Zumba,medium
S849,thu,CreativeArts,ClimateChange,SurvivalSkills,medium
S850,mon,Chess,Zumba,Parkour,medium
S850,tue,DronePiloting,RoboticsClub,Tennis,medium
S850,wed,BoardGames,Art,CostumeDesign,medium
S850,thu,Chess,AIClub,ClimateChange,medium
S851,mon,CreativeArts,ChessClub,BiologyResearch,medium
S851,tue,PublicSpeaking,ChemistryLab,ClimateChange,medium
S851,wed,Chess,SurvivalSkills,SelfDefense,medium
S851,thu,Art,CreativeArts,Debate,medium
S852,mon,FilmProduction,Volleyball,Debate,medium
S852,tue,DigitalMarketing,Animation,CreativeWriting,medium
S852,wed,BoardGames,Astronomy,PublicSpeaking,medium
S852,thu,PhysicsExperiments,DigitalMarketing,TapDance,medium
S853,mon,DronePiloting,CodingBootcamp,Music,medium
S853,tue,Animation,mediumDPrinting,Volleyball,medium
S853,wed,FilmProduction,DronePiloting,SelfDefense,medium
S853,thu,Hockey,Soccer,PhysicsExperiments,medium
S854,mon,TapDance,RoboticsClub,DataScience,medium
S854,tue,DronePiloting,Swimming,Cycling,medium
S854,wed,Football,Astronomy,Origami,medium
S854,thu,CreativeWriting,FilmProduction,Poetry,medium
S855,mon,SocialMediaMarketing,Parkour,AppDesign,medium
S855,tue,WildlifeConservation,Volleyball,Poetry,medium
S855,wed,MathClub,Art,Cycling,medium
S855,thu,Tennis,Robotics,Photography,medium
S856,mon,PublicSpeaking,Zumba,DronePiloting,medium
S856,tue,BoardGames,SocialMediaMarketing,Swimming,medium
S856,wed,Football,Pottery,Singing,medium
S856,thu,Volleyball,Skating,AppDesign,medium
S857,mon,DramaClub,Storytelling,ClimateChange,medium
S857,tue,DramaClub,RoboticsClub,SpanishClub,medium
S857,wed,BiologyResearch,ChessClub,AppDesign,medium
S857,thu,CodingBootcamp,SpanishClub,Coding,medium
S858,mon,Poetry,AIClub,Swimming,medium
S858,tue,Dance,PuzzleSolving,Music,medium
S858,wed,PuzzleSolving,Art,Chess,medium
S858,thu,LeadershipWorkshop,BoardGames,Photography,medium
S859,mon,Dance,SelfDefense,RoboticsClub,medium
S859,tue,AppDesign,Parkour,CreativeArts,medium
S859,wed,UXDesign,CostumeDesign,Dance,medium
S859,thu,Cycling,UIDesign,Parkour,medium
S860,mon,SurvivalSkills,UIDesign,BoardGames,medium
S860,tue,Storytelling,Cycling,ChessClub,medium
S860,wed,Astronomy,CodingBootcamp,SpanishClub,medium
S860,thu,ScienceClub,MathClub,DramaClub,medium
S861,mon,Singing,Dance,Painting,medium
S861,tue,Parkour,Pottery,FirstAid,medium
S861,wed,DataScience,DigitalMarketing,CreativeWriting,medium
S861,thu,ScienceClub,Meditation,PuzzleSolving,medium
S862,mon,Mindfulness,Art,MathClub,medium
S862,tue,Zumba,BiologyResearch,Swimming,medium
S862,wed,Debate,LeadershipWorkshop,UIDesign,medium
S862,thu,Dance,PhysicsExperiments,SoundEngineering,medium
S863,mon,Cycling,ChessClub,Coding,medium
S863,tue,ChemistryLab,PhysicsExperiments,DJing,medium
S863,wed,DronePiloting,SocialMediaMarketing,SoundEngineering,medium
S863,thu,RoboticsClub,CreativeArts,Animation,medium
S864,mon,Cycling,TapDance,Zumba,medium
S864,tue,Breakdancing,Hockey,Mindfulness,medium
S864,wed,Art,BiologyResearch,Football,medium
S864,thu,ClimateChange,DramaClub,Weightlifting,medium
S865,mon,Entrepreneurship,FirstAid,SocialMediaMarketing,medium
S865,tue,Painting,Debate,SocialMediaMarketing,medium
S865,wed,Chess,Weightlifting,ChemistryLab,medium
S865,thu,WebDevelopment,TapDance,FilmProduction,medium
S866,mon,Cycling,PublicSpeaking,Robotics,medium
S866,tue,Dance,UXDesign,Poetry,medium
S866,wed,DigitalMarketing,WebDevelopment,Debate,medium
S866,thu,DJing,SpanishClub,SoundEngineering,medium
S867,mon,UXDesign,Weightlifting,Singing,medium
S867,tue,AppDesign,Origami,SpanishClub,medium
S867,wed,Storytelling,Soccer,Swimming,medium
S867,thu,LeadershipWorkshop,Football,DigitalMarketing,medium
S868,mon,CostumeDesign,Art,Animation,medium
S868,tue,DramaClub,Poetry,MathClub,medium
S868,wed,BiologyResearch,Debate,CreativeArts,medium
S868,thu,Swimming,Dance,ChemistryLab,medium
S869,mon,CostumeDesign,Mindfulness,CodingBootcamp,medium
S869,tue,Painting,Poetry,Swimming,medium
S869,wed,DramaClub,Debate,Tennis,medium
S869,thu,Football,WebDevelopment,DataScience,medium
S870,mon,MathClub,Breakdancing,Weightlifting,medium
S870,tue,ChessClub,mediumDPrinting,SoundEngineering,medium
S870,wed,BoardGames,SoundEngineering,Entrepreneurship,medium
S870,thu,Origami,CostumeDesign,Volleyball,medium
S871,mon,Hockey,ChessClub,Parkour,medium
S871,tue,ClimateChange,CostumeDesign,Poetry,medium
S871,wed,Theater,Entrepreneurship,AppDesign,medium
S871,thu,SurvivalSkills,Cycling,Debate,medium
S872,mon,FirstAid,FilmProduction,WebDevelopment,medium
S872,tue,Volleyball,Football,WebDevelopment,medium
S872,wed,FilmProduction,Astronomy,WebDevelopment,medium
S872,thu,Theater,Entrepreneurship,BiologyResearch,medium
S873,mon,Poetry,DataScience,CreativeWriting,medium
S873,tue,DJing,Cycling,Debate,medium
S873,wed,CreativeArts,UIDesign,Weightlifting,medium
S873,thu,Tennis,Volleyball,SurvivalSkills,medium
S874,mon,MathClub,Astronomy,Tennis,medium
S874,tue,ChessClub,Origami,DramaClub,medium
S874,wed,FilmProduction,Football,ChemistryLab,medium
S874,thu,TapDance,Art,PhysicsExperiments,medium
S875,mon,SelfDefense,FilmProduction,FirstAid,medium
S875,tue,DigitalMarketing,Hockey,Art,medium
S875,wed,Singing,Astronomy,Coding,medium
S875,thu,Astronomy,WebDevelopment,Mindfulness,medium
S876,mon,Dance,TapDance,Animation,medium
S876,tue,UXDesign,CreativeWriting,DigitalMarketing,medium
S876,wed,Zumba,Hockey,BoardGames,medium
S876,thu,Painting,Debate,Chess,medium
S877,mon,Poetry,WildlifeConservation,PuzzleSolving,medium
S877,tue,DataScience,Pottery,AIClub,medium
S877,wed,PhysicsExperiments,Breakdancing,UXDesign,medium
S877,thu,CodingBootcamp,SpanishClub,SoundEngineering,medium
S878,mon,CodingBootcamp,WildlifeConservation,Dance,medium
S878,tue,DronePiloting,FilmProduction,SpanishClub,medium
S878,wed,Debate,CreativeWriting,Chess,medium
S878,thu,mediumDPrinting,Weightlifting,DataScience,medium
S879,mon,Art,DramaClub,SpaceExploration,medium
S879,tue,DJing,CreativeArts,WildlifeConservation,medium
S879,wed,LeadershipWorkshop,Breakdancing,Meditation,medium
S879,thu,Football,Parkour,WildlifeConservation,medium
S880,mon,Soccer,Music,Tennis,medium
S880,tue,Dance,CodingBootcamp,AIClub,medium
S880,wed,SpanishClub,Breakdancing,SurvivalSkills,medium
S880,thu,Football,Weightlifting,DJing,medium
S881,mon,DigitalMarketing,ChessClub,PublicSpeaking,medium
S881,tue,SoundEngineering,Dance,DigitalMarketing,medium
S881,wed,ClimateChange,AIClub,Football,medium
S881,thu,Tennis,BiologyResearch,ScienceClub,medium
S882,mon,UXDesign,Swimming,MathClub,medium
S882,tue,LeadershipWorkshop,SpanishClub,AIClub,medium
S882,wed,Weightlifting,Music,Swimming,medium
S882,thu,DJing,Photography,UIDesign,medium
S883,mon,mediumDPrinting,ChessClub,Storytelling,medium
S883,tue,CyberSecurity,Skating,DronePiloting,medium
S883,wed,UIDesign,Robotics,Singing,medium
S883,thu,SpaceExploration,SoundEngineering,Robotics,medium
S884,mon,PhysicsExperiments,Music,Storytelling,medium
S884,tue,PhysicsExperiments,SelfDefense,WebDevelopment,medium
S884,wed,AppDesign,CreativeArts,Entrepreneurship,medium
S884,thu,SocialMediaMarketing,MathClub,LeadershipWorkshop,medium
S885,mon,WebDevelopment,DJing,PhysicsExperiments,medium
S885,tue,DataScience,SelfDefense,Photography,medium
S885,wed,LeadershipWorkshop,Weightlifting,Debate,medium
S885,thu,Cycling,SpanishClub,PublicSpeaking,medium
S886,mon,WildlifeConservation,CyberSecurity,Music,medium
S886,tue,Chess,Zumba,AppDesign,medium
S886,wed,TapDance,SocialMediaMarketing,Skating,medium
S886,thu,Astronomy,Art,Volleyball,medium
S887,mon,ChemistryLab,Mindfulness,CreativeArts,medium
S887,tue,ChemistryLab,RoboticsClub,SocialMediaMarketing,medium
S887,wed,SoundEngineering,CreativeArts,ChemistryLab,medium
S887,thu,Cycling,Hockey,Astronomy,medium
S888,mon,BiologyResearch,Mindfulness,SurvivalSkills,medium
S888,tue,Astronomy,Photography,UIDesign,medium
S888,wed,Parkour,Dance,Entrepreneurship,medium
S888,thu,Photography,Art,ChessClub,medium
S889,mon,SpanishClub,WildlifeConservation,Zumba,medium
S889,tue,RoboticsClub,Singing,Coding,medium
S889,wed,SocialMediaMarketing,Cycling,DigitalMarketing,medium
S889,thu,UXDesign,DramaClub,RoboticsClub,medium
S890,mon,SpanishClub,FilmProduction,Coding,medium
S890,tue,FirstAid,ClimateChange,Hockey,medium
S890,wed,AppDesign,Painting,Soccer,medium
S890,thu,Parkour,PublicSpeaking,PuzzleSolving,medium
S891,mon,Hockey,WildlifeConservation,Parkour,medium
S891,tue,PuzzleSolving,Art,SpaceExploration,medium
S891,wed,Singing,Football,CreativeWriting,medium
S891,thu,Robotics,ChemistryLab,Zumba,medium
S892,mon,SocialMediaMarketing,Singing,Weightlifting,medium
S892,tue,CyberSecurity,SelfDefense,Chess,medium
S892,wed,SelfDefense,Painting,CostumeDesign,medium
S892,thu,WildlifeConservation,Animation,Dance,medium
S893,mon,Storytelling,BoardGames,SpaceExploration,medium
S893,tue,PublicSpeaking,SocialMediaMarketing,Entrepreneurship,medium
S893,wed,TapDance,Animation,Soccer,medium
S893,thu,Coding,Chess,CyberSecurity,medium
S894,mon,Dance,PuzzleSolving,Singing,medium
S894,tue,Poetry,ChemistryLab,Origami,medium
S894,wed,SocialMediaMarketing,BoardGames,DigitalMarketing,medium
S894,thu,Cycling,Pottery,DigitalMarketing,medium
S895,mon,CodingBootcamp,FilmProduction,ClimateChange,medium
S895,tue,TapDance,AppDesign,Swimming,medium
S895,wed,Poetry,ClimateChange,Origami,medium
S895,thu,AIClub,Zumba,Photography,medium
S896,mon,LeadershipWorkshop,SocialMediaMarketing,Painting,medium
S896,tue,PublicSpeaking,SocialMediaMarketing,Zumba,medium
S896,wed,SocialMediaMarketing,Storytelling,BiologyResearch,medium
S896,thu,DramaClub,SoundEngineering,Parkour,medium
S897,mon,WildlifeConservation,Breakdancing,WebDevelopment,medium
S897,tue,Mindfulness,Cycling,UXDesign,medium
S897,wed,Parkour,Soccer,RoboticsClub,medium
S897,thu,DJing,ClimateChange,DronePiloting,medium
S898,mon,SoundEngineering,Cycling,Singing,medium
S898,tue,Animation,Football,Meditation,medium
S898,wed,SpaceExploration,DronePiloting,AppDesign,medium
S898,thu,Animation,Meditation,CostumeDesign,medium
S899,mon,FirstAid,Breakdancing,LeadershipWorkshop,medium
S899,tue,AIClub,ChemistryLab,Breakdancing,medium
